,content,sentiment
171,"@crypto_birb I start read the point 1, 2 and think alright, he is right .. I agree with you in all your point .. until the last one, 10/20k bitcoin? 😅 Bitcoin will not bottom ever again to 20k my friend",1
172,Hyperinflation of 20% also at munichs better doner from 5 to 6 euro! Thank god we have #bitcoin https://t.co/UOwZhmRxMg,1
173,Tryna run this stock crap up. I ain’t missing out on the next Bitcoin,1
174,@WingzNthingzs This company will be doing 200-300+ million in $BTC mining revenue in 2022 and that’s just one of their business. Can’t compare the company or their insider transaction or how well financed NILE is compared to VISL,1
175,Luv the article but basically it’s an ad for #Gold not #Bitcoin The End Of Super Imperialism https://t.co/GAElwfGbwv,1
176,"You don’t have to like it , you don’t have to realize it but you will respect it cuz it’s here to stay ! There digital gold hurry is here so don’t miss the early bird deal !

#cryptocurrency #CryptoNews #BTCUSDT #Ethereum #blockchain #Binance #bitcoin #NFTs #nftart #NFTartist https://t.co/GQDjGTizMr",1
177,"$BTC up 100% since last year.
 And yet people call this a bear marketplace....

Zoom out https://t.co/kKWZb0M8PO",1
178,"@SantaMinersNFT How are you go to achieve everything you have on the roadmap, and most crucial the Bitcoin Farm.",1
179,@JorgeStolfi @tofeeornottofee @Mat_Yarger This doesn't seem to give a big difference but it allow us to overcome the limitations of Satoshi Nakamoto to only work in a synchronous network example result in faster and more effective consensus.,1
180,"Great talking from @BlockchainBuro
Thanks once again for being part of this event.👏👏👏
#Blockchain #Bitcoin #NFTs https://t.co/PWg5a7pSZe",1
181,"Always remember. New calendar year means new money hit the marketplace.

Bears have no chance in January

Reversal is imminent

$BTC #BTC #bitcoin #BTCUSDT",1
182,Christmas time nigga sell the crap out they Bitcoin 💀,1
183,"1 - Register with #ReferralProgram: https://t.co/CVmUsECub4
2 - Deposit $100 or more in fiat (USD, EUR, SGD, BRL)
3 - Trade your preferred #coin use ""Buy crypto""
4 - Get your piece if #Bitcoin worth $50.
📈 Profit! 
Have question? #referral #ALTSEASON #cryptocurrecy #Staking",1
184,"The election year bump is a real thing. Might also be the last one prior to real regulating. 

That doesn't think just put money in bitcoin that is a rise tide that lift all boats. #Doge , #shiba , &amp; other light coin are go to get major play. https://t.co/O82qAsvAPO",1
185,"Saving Fiat money will decrease the value over time.
But, Bitcoin will increase the value. Which one you are hold ? 
@Bitcoin
@blockchain https://t.co/l0DxXk9DvF",1
186,"$BTC $ETH $SOL $ADA 
I sleep well at night know that the majority of value in alt-coins will finally be shifted into Bitcoin over the next decade. ️ https://t.co/vz7WTLAJS6",1
187,@JRBuckley68 Did the same thing. Ultimately I need $ETH and $BTC long term. Staking my $ETH for $ETH2 and get 5% interest.,1
188,@RepTroyNehls It’s a dangerous way my friend. I guess crypto is our future. Money not manipulate by limited interest. #Bitcoin @axion_network,1
189,"Trending on #LunarCrush:

""Who Is Bitcoin Creator Satoshi Nakamoto? What We Know—and Don’t Know"" via @WSJ

Top coin mention
$btc $doge

https://t.co/PDbekmA5Vt",1
190,I literally purchase bitcoin everyday,1
191,"I like to see @alessiorastani a lot, for both crypto and stock.

$BTC $ETH $MATIC https://t.co/WVBF7lUz8E",1
192,BTC reverse is become clear information  for COINBASE:BTCUSD by FundiFinance #Bitcoin $BTC https://t.co/a27QsgDfoj https://t.co/cz4v6amK4E,1
193,😍😍 I hope you’re purchasing more bitcoin? #Bitcoin #BTC #cryptocurrencies #Coinbase #cryptocurrencies #shiba #ETH #invest https://t.co/zr4RG0w1Re,1
194,@LifeMathMoney Has to be The Bitcoin Standard by @saifedean. I read it in Jan and it send me down a crazy rabbit hole. Very glad with it.,1
195,@BHoarder1 I am optimistic we will get there in 10 year. Short term I would love to see the Tx count 10x in the next year and $BSV to break the downtrend against $BTC. I also need to see more way to stake and earn BSV.,1
196,"⚠️ Top past 24h performers (top100 coin): 
1st: $IMX 17.3%⚡  
2nd: $SUSHI 15.2%⚡  
3nd: $RVN 14.9%⚡  
Treat urself with ur #crypto profit!  #cryptotwitter $BTC #alts #DeFi #NFT",1
197,I would instead have a slice of bitcoin ham because nothing fill me up like a slice of curated crypto currency 😊😊😊😊😊😊💵 https://t.co/Ccf9YBvuft,1
198,@Anh123013 @TheMoonCarl Turkey will be rich than America? 😀 And when did Turkey accept Bitcoin? It seem to me that you are inventing.,1
199,"TIP: allocate 5% of your capital to new ICO project which have the following criteria:

- Strong squad with previous experience
- Projects that really add value, solve trouble and are future look

Keep that portfolio locked for 3-4 year. #investment #ICO #BTCUSDT",1
200,"Bitcoin, Ethereum, and Shib all show bullish divergence with RSI at or below 40 with this plunge.

I'm optimistic, but also it's crypto, so... https://t.co/VuflvU7VLD",1
201,"Help Cuban people in the COVID-19 crisis, donate #Bitcoin to buy medicines and health workers material. 

Join #AirdropCuba BTC Slyk: https://t.co/wcx2Sff2dq",1
202,Holy shit! I can’t think I get this! Thanks so much @obj! This is my first #bitcoin. @cashapp https://t.co/JFrnus4B1R,1
203,@bit_alt_koyun @BCBacker @BCBacker is gonna save Turkish lira? 😊😊Keep bitcoin and get double earnings against Turkish lira,1
204,$TSLA $BTC big short mike burry get owned by bitcoin money 🤑🤑🤑😆 i say y’a all time winner 🤑🤑🤑🤑 🔔 https://t.co/dngAok3CDY,1
205,"I told Chuck about Bitcoin. In this inflationary environment, he want sats more than wet food! #CatsOfTwitter #cat #cat #Caturday https://t.co/AAkCieNw8F",1
206,"@jplaya420 @DoubleBogey1984 @TheFakeRealNews @thehill Impressive. 

I'm also just talk junk 😂😂 I search for #bitcoin and you were the first tweet I saw.",1
207,"#BTCUSDT  breaking through 51925.0, if it breaking through and stabilizes, it can even increase its position
#BTC",1
208,"Bitcoin has already change so many living and it’s only just get start.
Support &amp; show your love with the plan b shirt from @THREADTHREE 
#bitcoinnews #btcusd #bitcoin https://t.co/grfOySxJey",1
209,Hey @elonmusk. What are the chance that I can purchase a @Tesla in #Germany with #Bitcoin in Q1?,1
210,"☑️ETHUSD: another contender for growing
#ETHUSDT  
#BTCUSDT 
#cryptocurrency 
#forexsignals 
📈 TradePlus Forex Signals👉https://t.co/xLzNnYSV39
📲 Telegram👉 https://t.co/TwDSwGxrNp https://t.co/I9KMtUNGbs",1
211,"$BTC 

- Weekly Chart

Just zoom out show us a great deal.

It appear we are just retesting the break.

Happy New Year to us it will be.

$btc
#BTCUSDT #btc #Bitcoin https://t.co/bUsqqu3RD0",1
212,"@grimacemcdonal1 @Theimmigrant84 It’s all the Bitcoin Billionaire Bros that need to be able to spend their money without cash in the BTC (you know, like Elon and his Tesla stock). Cheers!",1
213,"Looked a like brilliance at thanksgiving with the crypto market up…black Friday, mom- Bitcoin is on sale today!?",1
214,my free $5 worth of bitcoin is now worth $9.40…. Im on zillow look at place in LA rn,1
215,What are your favorite coin? #bitcoin #bnb #ethereum #solana #avalanche,1
216,Wrapped Bitcoin on Ethereum is validation that Ethereum is ultra sound money. Bitcoin and Ethereum are bonded. #Bitcoin #Ethereum in cohesion is fundamental in build a bankless globe. @RyanSAdams @TrustlessState,1
217,WORLD HEALTH ORGANIZATION announce they will now accept BITCOIN #Bitcoin https://t.co/oq9mFNbL1i,1
218,"To all cryptocurrency fan:

The only REAL currency among cryptoworld are
@Bitcoin
@ethereum
@solana
@Filecoin
@DfinityToday
They have real project and productivity.
Any others are Shitcoin that's all.
Those coin are invented by such platform to get your money &amp; fake dream",1
219,@liujing007008 @jalefkowit @ItsBlockchain would be fun if we had Satoshi Nakamoto seem to disapprove of this xD,1
220,"@Silvercoinfox @2xWhisky Yeah, you get me. I'm the cultist but for well reason because you see... WE have the real Satoshi Nakamoto work at Blockstream! Except he's keep his anonimity like he plan all along. That he hasn't make a big deal out of it prove to me he's the real Satoshi Nakamoto.",1
221,@xlizagx Bitcoin. Twitter. Playing word with friend. Googling Houdini escape technique. Etc,1
222,"@Hexologist31 @RichardHeartWin Bitcoin is just a first-generation/beta product.

Thanks for the invention #SatoshiNakamoto 

And he knew this from the starting.",1
223,"DeFI can help with financial inclusion but it need to be regulate: NEW DELHI : Decentralized finance, or DeFi, such as cryptocurrencies, if regulate, can help the banking sector accomplish financial inclusion, industry expert said… Link in the Bio #cryptocurrency #bitcoin #NFT",1
224,@Polyd_ @TuurDemeester Bitcoin is not being use for lending to productive enterprises. Even Coinbase borrow USD for corporate growing.,1
225,"[Futures] By 2021-12-27 18:00 GMT, $BTC futures had a cost change of -3.10% with a Total Open Interest of $20.81B in last 24 hour. #CryptoCharts #CryptoCapFlow #cryptocurrency https://t.co/PRZl1pfb1y",1
226,"It would have been nice to get this attention in any other context. WikiLeaks has kick the hornet's nest, and the swarm is headed towards us. December 11, 2010 - Satoshi Nakamoto",1
227,"@ChrisWorldTV @PeterSchiff The price/value of gold is “man-made” due to its extremely slow “finality of payment”, which lead to paper-currency &amp; corrupted rehypothecation. 

Through cryptography #Bitcoin was designed to be less corruptedible. 

#Gold has tangibility; #bitcoin has immutability",1
228,Not sure who to donate to with so many worthwhile cause? @TheGivingBlock has a fund for #cryptocurrency donors to donate across all their non earnings sector and you can select by matter.  A little #Bitcoin goes a loooooong way!! 🚀#invest #GivingTuesday #altcoinseason https://t.co/BvawlUaMQk,1
229,"@BBrains26 And by bitcoin.... you think your win personality and strong independence 

*asking for me https://t.co/GenvSCjrwN",1
230,I want just one bitcoin,1
231,@SportsLine And love @Mike5754 and @JustinPerri8 ! Been a member since TN become a legal wagering nation and never miss the early edge! Thanks fellas!! You cool too @TheCoachrules but up that #Bitcoin game 🤣🤣💰💰,1
232,I’m look through older email. I search for the word bitcoin. The olderest email with the word bitcoin was a conversation I had with a customer who tolder me to purchase at $263. I was disappointed because he put $1 million into bitcoin and not into the real estate that I was suggest,1
233,"#FARM : SHORT TERM SIGNAL:

Buy within 6mins max: 

Perfect to BUY under 2242

Target1: 2257 Target2: 2290

Let's GO!

You can see how it is go so up!

#BTC #Bitcoin #Crypto #BTC #биткойн #比特币 #비트코인

To Subscribe to our PREMIUM SIGNALS channel, PM ME! https://t.co/FnFW6spt7l",1
234,"Oh yeah, I order bitcoin. Lol think I get finessed https://t.co/46pDelMylN",1
235,"@business My friends in tech were mining Bitcoin in like 09 or 10. I told them that it was dumb and that they were wasting their time. I could have bought a Bitcoin for 10 cent, I guess, back then. Turns out I was the dumb moron.",1
236,"#Bitcoin #CandleSurf register a BUY signal on the 1D #BTCUSD chart! 

As long as $BTC everyday candle closes in this condition, this is a 99.99% guarantee of #BTC uptrend continuation. https://t.co/uEShqdbKQG",1
237,@RetirementRight Systematic risk (I.e. beta) Funny the financial hypothesis say you should invest in all asset for optimal risk-return but those theorists miss that Bitcoin is an asset course too,1
238,"Man of experience🖐️☕
It might imply Bitcoin dominance maximalism but doesn't hold the perspective that other cryptocurrencies are not in line with the ideals that were established by the pseudonymous Satoshi Nakamoto. https://t.co/DdI2c1g49i",1
239,"BTC look well for long swing 
#Bitcoin #BTCUSD",1
240,"We are a modern #dentalclinic in the heart of #lucerne which is not just provide modern dental treatments but also modern payment option like accept #bitcoin.

Therefore we gift our employee with limited present:
Each employee receive 5 #SwissCryptoStamp #crypto #BTC https://t.co/hJWhmeHqrE",1
241,"#DontLookUp? 

More like “Don’t Look At This Craptacular Overlong Unfunny Cliché-Ridden Movie Made With @netflix Money That Could Have Supported Diverse Voices Telling Innovative Stories” 🤯

In the immortal word of “Men on…”: Hated it! #Bitcoin #comedy #Formula1 #NFTs #TikTok https://t.co/YiHBGtOkb9",1
242,@iota_penguin I don't know what to guess of it. People who rather of iota in bitcoin or ETH. Have invest and now switch to iota have more of them. But I respect all,1
243,"🤣🤣🤣🤣
Today's rally #doge 
Retail investor give their mark! 
 I like the armys!  #doge #shib #amc #gme #bitcoin # ..... they are very strong. https://t.co/M6F3fJzUwc",1
244,"@FeelMining When Bitcoin's first ever blocking was mine, its creator (or creator), Satoshi Nakamoto, post a message reference a 2009 story by UK newspaper The Times. The message read: “The Times 03/Jan/2009 Chancellor on verge of second bailout for bank.”",1
245,"@RTgiveaway69 $BNB $BTC $ETH

I win to win since the home of my sister in cebu province need fix. 😥",1
246,"Trending on #LunarCrush:

Top coin mention
$btc $eth

https://t.co/wVn1MDMVe2",1
247,"""I've moved onto other thing. It's in well hand with Gavin and everyone""  - Satoshi Nakamoto😘😆",1
248,"Whoever sell it , want to purchase it again. They don’t have any other place to invest. Keep calm. #Bitcoin #Crypto @coinbureau",1
249,@robertakanda @APompliano @RobertOstler I make 7 bitcoin use the same strategy and it's very complex and easy to adopt.,1
250,"Stacking make easy use Blinko with @choicebyKT. #BTC 

Also, storing some of my Bitcoin with them. https://t.co/gFjjxvnLdH",1
251,"@liorll1 @Wayne07098150 Only get to the official Chart Champions website please. They have paypal and bitcoin payment option. https://t.co/gUWpR7K7Ap
 You can make a free account there and see a few free video 👍",1
252,"@ParisaMichelle @VoiceOfSum Happy to send you a couple of sweatpants, do you need me Bitcoin address to transfer fund?",1
253,#amazon #CNBC #youtube #mylibaray #Crime #moderndayslavery keep digging your hole... this has nothing to do with Bitcoin etc etc. It is about my god given rights to a life #secu gonna see u. I stick to my word and only talk the truth. My kid i use to have 2 beautiful girls https://t.co/hi1gY0Akcj https://t.co/6MXEuLABvz,1
